address_id,street_address,city,state,zip_code,latitude,longitude,1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,16,35,34,36,8
32.0,0 Canary Crossing,Colorado Springs,Colorado,80945.0,38.8247,-104.562,,,,,,,,,,
33.0,4257 Rowland Junction,Eugene,Oregon,97405.0,44.0185,-123.0998,,,,,,,,,,
34.0,6 Ronald Regan Parkway,Philadelphia,Pennsylvania,19104.0,39.9597,-75.2024,,,,,,,,,,
35.0,1 Messerschmidt Way,Tucson,Arizona,85754.0,31.9701,-111.8907,,,,,,,,,,
36.0,58613 Mendota Court,Houston,Texas,77271.0,29.834,-95.4342,,,,,,,,,,
37.0,81670 Sauthoff Plaza,New Orleans,Louisiana,70183.0,29.6779,-90.0901,,,,,,,,,,
38.0,74 Delladonna Circle,Lynn,Massachusetts,1905.0,42.4694,-70.9728,,,,,,,,,,
39.0,61658 Lakewood Road,Lexington,Kentucky,40510.0,38.0702,-84.591,,,,,,,,,,
40.0,7 Thackeray Plaza,Tampa,Florida,33615.0,28.0081,-82.5805,,,,,,,,,,
41.0,44 Beilfuss Parkway,Corpus Christi,Texas,78475.0,27.777,-97.4632,,,,,,,,,,
42.0,00 Waubesa Pass,Akron,Ohio,44315.0,41.028,-81.4632,,,,,,,,,,
43.0,8952 Merchant Way,Chicago,Illinois,60609.0,41.8097,-87.6533,,,,,,,,,,
44.0,799 Fairview Center,Cumming,Georgia,30130.0,34.2216,-84.1537,,,,,,,,,,
45.0,7298 Bartelt Circle,Corona,California,,33.7541,-117.474,,,,,,,,,,
46.0,420 Havey Plaza,Monroe,Louisiana,,32.4968,-92.0756,,,,,,,,,,
47.0,60449 Knutson Crossing,Columbus,Ohio,43231.0,40.081,-82.9383,,,,,,,,,,
48.0,9 Rockefeller Drive,Boulder,Colorado,80328.0,40.0878,-105.3735,,,,,,,,,,
49.0,5332 Mockingbird Junction,San Francisco,California,94116.0,37.7441,-122.4863,,,,,,,,,,
50.0,0 Washington Plaza,Paterson,New Jersey,7544.0,41.0114,-74.3048,,,,,,,,,,
51.0,6687 Main Center,Denver,Colorado,80209.0,39.7074,-104.9686,,,,,,,,,,
52.0,7977 Acker Circle,Roanoke,Virginia,24048.0,37.2742,-79.9579,,,,,,,,,,
53.0,251 Oakridge Avenue,Corpus Christi,Texas,78405.0,27.7762,-97.4271,,,,,,,,,,
54.0,8 Raven Terrace,Orlando,Florida,32835.0,28.5289,-81.4787,,,,,,,,,,
55.0,0 Duke Parkway,Chattanooga,Tennessee,37405.0,35.0768,-85.3082,,,,,,,,,,
56.0,47246 Hallows Hill,Cleveland,Ohio,44118.0,41.5008,-81.5516,,,,,,,,,,
57.0,5 Prairie Rose Way,Greensboro,North Carolina,27499.0,36.0807,-80.0244,,,,,,,,,,
58.0,77813 Monica Point,Hartford,Connecticut,6105.0,41.7691,-72.701,,,,,,,,,,
59.0,39946 Mallard Hill,El Paso,Texas,88530.0,31.6948,-106.3,,,,,,,,,,
60.0,8 Blaine Place,Hartford,Connecticut,6160.0,41.7665,-72.6933,,,,,,,,,,
61.0,56641 Kings Terrace,Fort Lauderdale,Florida,33320.0,26.1625,-80.2582,,,,,,,,,,
62.0,33 Forest Run Parkway,Lexington,Kentucky,40586.0,38.0283,-84.4715,,,,,,,,,,
63.0,01379 Rigney Drive,Rochester,New York,14614.0,43.1558,-77.6142,,,,,,,,,,
64.0,0386 Lyons Point,Sacramento,California,94280.0,38.3774,-121.4444,,,,,,,,,,
65.0,8 Lien Pass,Norfolk,Virginia,23514.0,36.9312,-76.2397,,,,,,,,,,
66.0,62410 Northwestern Road,Pasadena,California,,34.1478,-118.1436,,,,,,,,,,
67.0,38649 Gerald Alley,Aurora,Colorado,80044.0,39.7388,-104.4083,,,,,,,,,,
68.0,05 Cody Road,Charlotte,North Carolina,28220.0,35.26,-80.8042,,,,,,,,,,
69.0,405 Surrey Parkway,Amarillo,Texas,79118.0,35.0763,-101.8349,,,,,,,,,,
70.0,137 Talmadge Park,Santa Fe,New Mexico,,35.6219,-105.8688,,,,,,,,,,
71.0,51006 Bultman Junction,Abilene,Texas,79699.0,32.4665,-99.7117,,,,,,,,,,
72.0,151 Jay Street,Green Bay,Wisconsin,54313.0,44.5463,-88.1021,,,,,,,,,,
73.0,6 Corscot Avenue,Albany,New York,12205.0,42.7198,-73.8207,,,,,,,,,,
74.0,707 Mallard Drive,Houston,Texas,77075.0,29.6223,-95.26,,,,,,,,,,
75.0,2 Barnett Pass,Saginaw,Michigan,48609.0,43.3869,-84.0926,,,,,,,,,,
76.0,75 Schmedeman Point,Kansas City,Missouri,64136.0,39.0187,-94.4008,,,,,,,,,,
77.0,18 Oak Point,Mesa,Arizona,85210.0,33.3887,-111.8428,,,,,,,,,,
78.0,610 Warrior Plaza,Tulsa,Oklahoma,74133.0,36.0467,-95.8841,,,,,,,,,,
79.0,37 Pond Drive,Detroit,Michigan,48267.0,42.2399,-83.1508,,,,,,,,,,
80.0,303 Blue Bill Park Pass,Rochester,New York,14624.0,43.1216,-77.7311,,,,,,,,,,
81.0,3904 Meadow Ridge Pass,Worcester,Massachusetts,1605.0,42.2894,-71.7888,,,,,,,,,,
82.0,076 Anhalt Court,Glendale,California,91205.0,34.1378,-118.2424,,,,,,,,,,
83.0,15083 Cherokee Way,Terre Haute,Indiana,47812.0,39.4336,-87.4101,,,,,,,,,,
84.0,7266 Eagan Crossing,Anderson,South Carolina,,34.5271,-82.7087,,,,,,,,,,
85.0,08510 Bobwhite Lane,Newport News,Virginia,23612.0,37.1959,-76.5248,,,,,,,,,,
86.0,73 Esker Court,Roanoke,Virginia,24029.0,37.2742,-79.9579,,,,,,,,,,
87.0,2411 Kensington Alley,Washington,District of Columbia,20210.0,38.8933,-77.0146,,,,,,,,,,
88.0,66 Summer Ridge Park,Tacoma,Washington,98411.0,47.0662,-122.1132,,,,,,,,,,
89.0,2 Randy Parkway,Elizabeth,New Jersey,7208.0,40.6747,-74.2239,,,,,,,,,,
90.0,237 Roxbury Road,San Antonio,Texas,78255.0,29.6701,-98.6873,,,,,,,,,,
91.0,8728 Meadow Vale Park,Monticello,Minnesota,55590.0,45.2009,-93.8881,,,,,,,,,,
92.0,0 Columbus Road,Glendale,Arizona,,33.2765,-112.1872,,,,,,,,,,
93.0,44748 Jay Circle,Ashburn,Virginia,22093.0,39.0853,-77.6452,,,,,,,,,,
94.0,79076 West Parkway,Mobile,Alabama,36641.0,30.6589,-88.178,,,,,,,,,,
95.0,08 Northwestern Street,Palmdale,California,93591.0,34.6019,-117.8123,,,,,,,,,,
96.0,67 Cardinal Court,New Orleans,Louisiana,70160.0,30.033,-89.8826,,,,,,,,,,
97.0,2 Schiller Drive,Charlottesville,Virginia,,38.0401,-78.4851,,,,,,,,,,
98.0,77 Mesta Point,Pinellas Park,Florida,34665.0,27.8402,-82.7125,,,,,,,,,,
99.0,13545 Sachtjen Drive,Peoria,Arizona,85383.0,33.7169,-112.238,,,,,,,,,,
100.0,47 Londonderry Circle,Austin,Texas,78754.0,30.3423,-97.6673,,,,,,,,,,
101.0,68910 Heffernan Place,Columbus,Ohio,43220.0,40.0495,-83.0669,,,,,,,,,,
102.0,07218 Atwood Place,Chicago,Illinois,60691.0,41.8119,-87.6873,,,,,,,,,,
103.0,12 Bartillon Plaza,Killeen,Texas,76544.0,31.1282,-97.7469,,,,,,,,,,
104.0,76546 Sunbrook Point,Scranton,Pennsylvania,18514.0,41.4019,-75.6376,,,,,,,,,,
105.0,5 Killdeer Plaza,Maple Plain,Minnesota,55579.0,45.0159,-93.4719,,,,,,,,,,
106.0,0 Monica Street,New Orleans,Louisiana,70160.0,30.033,-89.8826,,,,,,,,,,
107.0,93 Homewood Circle,Phoenix,Arizona,85020.0,33.5623,-112.0559,,,,,,,,,,
108.0,5 Loeprich Center,Fort Lauderdale,Florida,33345.0,26.1654,-80.2959,,,,,,,,,,
109.0,2576 Bobwhite Park,Tulsa,Oklahoma,,36.1398,-96.0297,,,,,,,,,,
110.0,9 Village Pass,El Paso,Texas,79923.0,31.6948,-106.3,,,,,,,,,,
111.0,278 Lake View Place,Las Vegas,Nevada,89110.0,36.173,-115.0669,,,,,,,,,,
112.0,054 Summerview Avenue,Houston,Texas,77020.0,29.7758,-95.3121,,,,,,,,,,
113.0,6030 Mitchell Avenue,Riverside,California,,33.7529,-116.0556,,,,,,,,,,
114.0,1803 Calypso Plaza,Chicago,Illinois,60624.0,41.8804,-87.7223,,,,,,,,,,
115.0,75 Hauk Court,Dallas,Texas,75392.0,32.7673,-96.7776,,,,,,,,,,
116.0,81 Holy Cross Street,Salt Lake City,Utah,84120.0,40.695,-112.0001,,,,,,,,,,
117.0,6 American Drive,Tacoma,Washington,98447.0,47.1441,-122.4434,,,,,,,,,,
118.0,73 Toban Trail,San Bernardino,California,92415.0,34.84,-115.9671,,,,,,,,,,
119.0,44 Cardinal Circle,Baltimore,Maryland,21203.0,39.2847,-76.6205,,,,,,,,,,
120.0,163 Waxwing Drive,Abilene,Texas,79605.0,32.432,-99.7724,,,,,,,,,,
121.0,5 Ronald Regan Park,Vero Beach,Florida,32969.0,27.709,-80.5726,,,,,,,,,,
122.0,3257 Northland Way,Springfield,Massachusetts,1129.0,42.1223,-72.4876,,,,,,,,,,
123.0,115 Golf Junction,Atlanta,Georgia,31136.0,33.7473,-84.3824,,,,,,,,,,
124.0,00990 Mandrake Alley,Dallas,Texas,75277.0,32.7673,-96.7776,,,,,,,,,,
125.0,0332 Bartelt Pass,Seattle,Washington,98148.0,47.4441,-122.3249,,,,,,,,,,
126.0,627 Moose Parkway,Pittsburgh,Pennsylvania,15255.0,40.4344,-80.0248,,,,,,,,,,
127.0,02589 Loomis Parkway,Chicago,Illinois,60681.0,41.8119,-87.6873,,,,,,,,,,
128.0,1776 Loeprich Way,Sarasota,Florida,34276.0,27.1675,-82.381,,,,,,,,,,
129.0,990 Eliot Way,Baltimore,Maryland,21239.0,39.361,-76.5891,,,,,,,,,,
130.0,8292 Hoffman Point,Stockton,California,95298.0,37.9577,-121.2897,,,,,,,,,,
131.0,97388 Bashford Crossing,Louisville,Kentucky,40287.0,38.189,-85.6768,,,,,,,,,,
132.0,00 Raven Hill,Las Vegas,Nevada,89110.0,36.173,-115.0669,,,,,,,,,,
133.0,3674 Susan Junction,San Antonio,Texas,78225.0,29.3875,-98.5245,,,,,,,,,,
134.0,09019 Westridge Pass,South Bend,Indiana,46634.0,41.5968,-86.293,,,,,,,,,,
135.0,24780 Leroy Junction,Wilmington,Delaware,19897.0,39.5645,-75.597,,,,,,,,,,
136.0,201 Kingsford Avenue,Salt Lake City,Utah,84110.0,40.6681,-111.9083,,,,,,,,,,
137.0,7097 Maple Place,Seattle,Washington,98158.0,47.4497,-122.3076,,,,,,,,,,
138.0,5043 Merchant Pass,Modesto,California,,37.6409,-120.9749,,,,,,,,,,
139.0,829 Sauthoff Way,Bradenton,Florida,34282.0,27.4272,-82.4387,,,,,,,,,,
140.0,5369 Oakridge Plaza,Chattanooga,Tennessee,37416.0,35.0942,-85.1757,,,,,,,,,,
141.0,4 Eagan Plaza,Honolulu,Hawaii,96850.0,21.3095,-157.863,,,,,,,,,,
142.0,709 Hoffman Circle,Houston,Texas,77245.0,29.834,-95.4342,,,,,,,,,,
143.0,426 Merry Center,Honolulu,Hawaii,96850.0,21.3095,-157.863,,,,,,,,,,
144.0,63145 Iowa Park,Washington,District of Columbia,20016.0,38.9381,-77.086,,,,,,,,,,
145.0,343 Melby Crossing,Las Vegas,Nevada,89120.0,36.0914,-115.0885,,,,,,,,,,
146.0,71815 Golf View Plaza,Fort Smith,Arkansas,72916.0,35.2502,-94.3703,,,,,,,,,,
147.0,43197 Ryan Terrace,Tallahassee,Florida,32304.0,30.4478,-84.3211,,,,,,,,,,
148.0,011 Dahle Road,Oklahoma City,Oklahoma,73142.0,35.599,-97.6251,,,,,,,,,,
149.0,6958 Park Meadow Terrace,Orange,California,92867.0,33.811,-117.8493,,,,,,,,,,
150.0,76 Norway Maple Drive,Cedar Rapids,Iowa,52410.0,42.0794,-91.5992,,,,,,,,,,
151.0,6712 Scofield Pass,Saint Paul,Minnesota,55188.0,45.0059,-93.1059,,,,,,,,,,
152.0,3 Wayridge Alley,Shawnee Mission,Kansas,66220.0,38.9613,-94.8222,,,,,,,,,,
153.0,88 Butternut Terrace,Portsmouth,Virginia,23705.0,36.8686,-76.3552,,,,,,,,,,
154.0,59 Golf Course Pass,Tucson,Arizona,,32.215,-110.7758,,,,,,,,,,
155.0,11681 Old Gate Terrace,Washington,District of Columbia,20420.0,38.9035,-77.0276,,,,,,,,,,
156.0,3 Bayside Parkway,Orlando,Florida,32819.0,28.4522,-81.4678,,,,,,,,,,
157.0,16 Holmberg Circle,Nashville,Tennessee,37240.0,36.1866,-86.7852,,,,,,,,,,
158.0,4661 Marquette Road,Springfield,Missouri,65810.0,37.1136,-93.2896,,,,,,,,,,
159.0,348 Hoffman Park,Arlington,Virginia,22212.0,38.8808,-77.113,,,,,,,,,,
160.0,03867 Loomis Place,Richmond,Virginia,,37.5242,-77.4932,,,,,,,,,,
161.0,23 Hovde Terrace,Minneapolis,Minnesota,55407.0,44.9378,-93.2545,,,,,,,,,,
162.0,8262 Hudson Road,Los Angeles,California,90045.0,33.9631,-118.3941,,,,,,,,,,
163.0,951 Vermont Terrace,Orlando,Florida,32819.0,28.4522,-81.4678,,,,,,,,,,
164.0,4523 Kennedy Point,South Bend,Indiana,46620.0,41.5968,-86.293,,,,,,,,,,
165.0,1 Shoshone Street,Flint,Michigan,48505.0,43.0634,-83.7001,,,,,,,,,,
166.0,2 Shelley Way,Washington,District of Columbia,20088.0,38.8933,-77.0146,,,,,,,,,,
167.0,075 Saint Paul Street,Syracuse,New York,13217.0,43.0214,-76.1977,,,,,,,,,,
168.0,989 Farwell Place,Irving,Texas,75037.0,32.7673,-96.7776,,,,,,,,,,
169.0,49 Monica Hill,Clearwater,Florida,34615.0,27.9843,-82.7813,,,,,,,,,,
170.0,97180 Mallard Plaza,Cape Coral,Florida,33915.0,26.6599,-81.8934,,,,,,,,,,
171.0,99 Fisk Pass,Stamford,Connecticut,6912.0,41.3089,-73.3637,,,,,,,,,,
172.0,498 Elka Park,Winston Salem,North Carolina,27150.0,36.0275,-80.2073,,,,,,,,,,
173.0,6 Ilene Circle,San Antonio,Texas,78255.0,29.6701,-98.6873,,,,,,,,,,
174.0,82 Algoma Place,Punta Gorda,Florida,,26.9668,-81.9545,,,,,,,,,,
175.0,1955 Laurel Way,Atlanta,Georgia,30340.0,33.8932,-84.2539,,,,,,,,,,
176.0,6 Cottonwood Pass,Cincinnati,Ohio,45228.0,39.0706,-84.4179,,,,,,,,,,
177.0,46981 Eagan Way,Silver Spring,Maryland,20910.0,38.9982,-77.0338,,,,,,,,,,
178.0,25 Monterey Parkway,Fresno,California,93726.0,36.7949,-119.7604,,,,,,,,,,
179.0,090 Brown Road,Pittsburgh,Pennsylvania,15225.0,40.5051,-80.1155,,,,,,,,,,
180.0,10 Brown Point,Tacoma,Washington,98405.0,47.2484,-122.4644,,,,,,,,,,
181.0,24 Tomscot Road,El Paso,Texas,88589.0,31.6948,-106.3,,,,,,,,,,
182.0,716 Nobel Plaza,Washington,District of Columbia,20041.0,38.8933,-77.0146,,,,,,,,,,
183.0,79 Jenna Street,Akron,Ohio,44305.0,41.076,-81.4644,,,,,,,,,,
184.0,3 Portage Street,Kansas City,Kansas,66105.0,39.085,-94.6356,,,,,,,,,,
185.0,34 Michigan Circle,Kansas City,Missouri,64109.0,39.0663,-94.5674,,,,,,,,,,
186.0,65 Loomis Junction,Gaithersburg,Maryland,20883.0,39.0883,-77.1568,,,,,,,,,,
187.0,4 Lukken Drive,Los Angeles,California,90045.0,33.9631,-118.3941,,,,,,,,,,
188.0,8 Green Court,Houston,Texas,77276.0,29.7575,-95.3668,,,,,,,,,,
189.0,198 Nova Hill,New Haven,Connecticut,6520.0,41.3657,-72.9275,,,,,,,,,,
190.0,071 Bonner Plaza,Washington,District of Columbia,56944.0,38.8952,-77.0365,,,,,,,,,,
191.0,7911 Atwood Avenue,Indianapolis,Indiana,46231.0,39.7038,-86.3029,,,,,,,,,,
192.0,5677 Vermont Alley,Boynton Beach,Florida,33436.0,26.5354,-80.1124,,,,,,,,,,
193.0,56 Norway Maple Hill,Las Vegas,Nevada,89140.0,36.086,-115.1471,,,,,,,,,,
194.0,63164 Maple Parkway,Los Angeles,California,90065.0,34.1073,-118.2266,,,,,,,,,,
195.0,8 Oriole Drive,Virginia Beach,Virginia,23464.0,36.7978,-76.1759,,,,,,,,,,
196.0,7499 Linden Way,Lexington,Kentucky,40596.0,38.0283,-84.4715,,,,,,,,,,
197.0,59 Mcguire Road,Shawnee Mission,Kansas,66205.0,39.0312,-94.6308,,,,,,,,,,
198.0,52535 David Street,Van Nuys,California,91406.0,34.2006,-118.4868,,,,,,,,,,
199.0,20 Marcy Lane,Alexandria,Virginia,22313.0,38.8158,-77.09,,,,,,,,,,
200.0,9521 Granby Street,Tacoma,Washington,98464.0,47.0662,-122.1132,,,,,,,,,,
201.0,2 3rd Road,Fort Lauderdale,Florida,33310.0,26.1443,-80.2069,,,,,,,,,,
202.0,93043 Sommers Point,Salt Lake City,Utah,84152.0,40.7286,-111.6627,,,,,,,,,,
203.0,6 Milwaukee Crossing,San Antonio,Texas,,29.7026,-98.4759,,,,,,,,,,
204.0,8 Twin Pines Alley,London,Kentucky,40745.0,37.1376,-84.1156,,,,,,,,,,
205.0,46 Stang Point,Gastonia,North Carolina,,35.284,-81.1897,,,,,,,,,,
206.0,52755 Summer Ridge Lane,Lancaster,Pennsylvania,17622.0,40.0418,-76.3012,,,,,,,,,,
207.0,830 Mitchell Court,Lubbock,Texas,79405.0,33.571,-101.8507,,,,,,,,,,
208.0,5339 Bobwhite Way,Ocala,Florida,,29.1565,-82.2095,,,,,,,,,,
209.0,3 Banding Circle,Meridian,Mississippi,39305.0,32.4401,-88.6783,,,,,,,,,,
210.0,6 Scott Park,Fort Wayne,Indiana,46862.0,41.0938,-85.0707,,,,,,,,,,
211.0,7906 Twin Pines Circle,London,Kentucky,40745.0,37.1376,-84.1156,,,,,,,,,,
212.0,5811 Summer Ridge Park,Baton Rouge,Louisiana,70810.0,30.3633,-91.0919,,,,,,,,,,
213.0,7 Kim Point,Fairbanks,Alaska,99790.0,64.8561,-146.276,,,,,,,,,,
214.0,97 Heffernan Alley,Fresno,California,,36.7464,-119.6397,,,,,,,,,,
215.0,9 Barnett Way,Oakland,California,94616.0,37.8044,-122.2698,,,,,,,,,,
216.0,2 Lyons Point,Memphis,Tennessee,38150.0,35.2017,-89.9715,,,,,,,,,,
217.0,3892 Fisk Trail,Waco,Texas,76711.0,31.5175,-97.1547,,,,,,,,,,
218.0,1 Anzinger Junction,Columbus,Ohio,43268.0,39.969,-83.0114,,,,,,,,,,
219.0,809 Oak Avenue,Phoenix,Arizona,85083.0,33.7352,-112.1294,,,,,,,,,,
220.0,60 Pennsylvania Parkway,Baton Rouge,Louisiana,70820.0,30.3795,-91.1671,,,,,,,,,,
221.0,29185 Cottonwood Center,Saint Louis,Missouri,63131.0,38.6171,-90.4504,,,,,,,,,,
222.0,214 Summer Ridge Circle,Topeka,Kansas,66611.0,39.0142,-95.6982,,,,,,,,,,
223.0,39 Forest Drive,Whittier,California,90605.0,33.9413,-118.0356,,,,,,,,,,
224.0,74935 Nobel Road,Irving,Texas,,32.8479,-96.974,,,,,,,,,,
225.0,1 Caliangt Drive,Topeka,Kansas,66606.0,39.0583,-95.7095,,,,,,,,,,
226.0,68 Esker Point,Sacramento,California,,38.6157,-121.5053,,,,,,,,,,
227.0,96 Vera Pass,Corpus Christi,Texas,78465.0,27.777,-97.4632,,,,,,,,,,
228.0,99 Eggendart Road,Indianapolis,Indiana,46221.0,39.7509,-86.1924,,,,,,,,,,
229.0,36 Bluestem Parkway,Brockton,Massachusetts,2305.0,41.9705,-70.7014,,,,,,,,,,
230.0,0557 3rd Drive,Memphis,Tennessee,,35.2017,-89.9715,,,,,,,,,,
231.0,0 Blackbird Trail,Youngstown,Ohio,44555.0,41.1039,-80.6436,,,,,,,,,,
232.0,1 New Castle Alley,Chicago,Illinois,60624.0,41.8804,-87.7223,,,,,,,,,,
233.0,57122 1st Court,Kissimmee,Florida,34745.0,27.9953,-81.2593,,,,,,,,,,
234.0,5 Redwing Street,Lansing,Michigan,48919.0,42.7286,-84.5517,,,,,,,,,,
235.0,313 Nevada Crossing,Honolulu,Hawaii,96825.0,21.2987,-157.6985,,,,,,,,,,
236.0,27 Lakeland Center,Rochester,New York,14646.0,43.286,-77.6843,,,,,,,,,,
237.0,556 Hagan Place,Fort Lauderdale,Florida,33330.0,26.0663,-80.3339,,,,,,,,,,
238.0,9 Burning Wood Plaza,Washington,District of Columbia,20591.0,38.8933,-77.0146,,,,,,,,,,
239.0,75 Tony Trail,Baltimore,Maryland,21203.0,39.2847,-76.6205,,,,,,,,,,
240.0,6606 Tennessee Point,Brooklyn,New York,11215.0,40.6669,-73.9828,,,,,,,,,,
241.0,43 Schiller Center,Syracuse,New York,13224.0,43.0421,-76.1046,,,,,,,,,,
242.0,74114 Heath Circle,Philadelphia,Pennsylvania,,39.9473,-75.15,,,,,,,,,,
243.0,082 Jenna Center,Mobile,Alabama,36616.0,30.671,-88.1267,,,,,,,,,,
244.0,3555 Prairie Rose Pass,Phoenix,Arizona,,33.2765,-112.1872,,,,,,,,,,
245.0,2 Cottonwood Crossing,Fairbanks,Alaska,99790.0,64.8561,-146.276,,,,,,,,,,
246.0,380 Badeau Crossing,Herndon,Virginia,22070.0,38.9776,-77.386,,,,,,,,,,
247.0,3672 Thackeray Hill,Frankfort,Kentucky,40618.0,38.2341,-84.8748,,,,,,,,,,
248.0,4040 Artisan Lane,Grand Junction,Colorado,81505.0,39.1071,-108.5968,,,,,,,,,,
249.0,28 Grayhawk Parkway,Paterson,New Jersey,7544.0,41.0114,-74.3048,,,,,,,,,,
250.0,9 Northwestern Terrace,Spring,Texas,77388.0,30.0505,-95.4695,,,,,,,,,,
251.0,18149 Vidon Lane,Cleveland,Ohio,44197.0,41.6857,-81.6728,,,,,,,,,,
252.0,3 Birchwood Alley,Bridgeport,Connecticut,6673.0,41.3089,-73.3637,,,,,,,,,,
253.0,221 Orin Lane,Pasadena,California,91131.0,33.7866,-118.2987,,,,,,,,,,
254.0,318 Kipling Plaza,San Diego,California,92115.0,32.7607,-117.0721,,,,,,,,,,
255.0,98 Delladonna Court,El Paso,Texas,88535.0,31.6948,-106.3,,,,,,,,,,
256.0,15844 Lakewood Point,Richmond,Virginia,23272.0,37.5242,-77.4932,,,,,,,,,,
257.0,86707 Vahlen Pass,Charlotte,North Carolina,28235.0,35.26,-80.8042,,,,,,,,,,
258.0,3731 Independence Court,Sacramento,California,94286.0,38.3774,-121.4444,,,,,,,,,,
259.0,9509 Holmberg Court,Irving,Texas,75037.0,32.7673,-96.7776,,,,,,,,,,
260.0,10819 Rowland Road,Omaha,Nebraska,68124.0,41.2338,-96.0495,,,,,,,,,,
261.0,41394 Clarendon Trail,Detroit,Michigan,48258.0,42.2399,-83.1508,,,,,,,,,,
262.0,6 Northfield Place,Dallas,Texas,75287.0,33.0005,-96.8314,,,,,,,,,,
263.0,868 Del Mar Park,Dallas,Texas,75372.0,32.7673,-96.7776,,,,,,,,,,
264.0,608 Darwin Junction,Cumming,Georgia,30130.0,34.2216,-84.1537,,,,,,,,,,
265.0,90097 Tennyson Avenue,Saint Louis,Missouri,63126.0,38.5495,-90.3811,,,,,,,,,,
266.0,24 Warner Alley,Charleston,West Virginia,25326.0,38.2968,-81.5547,,,,,,,,,,
267.0,5 High Crossing Junction,Las Vegas,Nevada,89120.0,36.0914,-115.0885,,,,,,,,,,
268.0,55349 Hanson Circle,Austin,Texas,78744.0,30.1876,-97.7472,,,,,,,,,,
269.0,34866 Fieldstone Parkway,Port Saint Lucie,Florida,34985.0,27.3822,-80.409,,,,,,,,,,
270.0,0812 Buhler Hill,Erie,Pennsylvania,16550.0,42.1827,-80.0649,,,,,,,,,,
271.0,3 Clyde Gallagher Center,Lima,Ohio,45807.0,40.7955,-84.1383,,,,,,,,,,
272.0,6 Old Gate Avenue,Arlington,Virginia,22244.0,38.8545,-77.052,,,,,,,,,,
273.0,8093 Northport Parkway,Washington,District of Columbia,20051.0,38.8933,-77.0146,,,,,,,,,,
274.0,961 Gina Place,Baltimore,Maryland,21275.0,39.2847,-76.6205,,,,,,,,,,
